gid	pegs	rnas	scientific_name	complete	prokaryotic	dna_size	contigs	domain	genetic_code	gc_content	phenotype	g_source_id	taxonomy
kb|g.1631	4799	106	Salmonella enterica subsp. enterica serovar Virchow str. SL491	1	1	4876885	5	Bacteria	11	52.0674569935522		465517.10	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Salmonella : Salmonella enterica subsp. enterica serovar Virchow : Salmonella enterica subsp. enterica serovar Virchow str. SL491
kb|g.1632	4891	50	Salmonella enterica subsp. enterica serovar Weltevreden str. HI_N05-537	1	1	5047463	81	Bacteria	11	52.1978467202236		465518.5	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Salmonella : Salmonella enterica subsp. enterica serovar Weltevreden : Salmonella enterica subsp. enterica serovar Weltevreden str. HI_N05-537
kb|g.1633	6666	77	Streptomyces sp. Mg1	1	1	7260368	127	Bacteria	11	69.6569374995868		465541.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Streptomycineae : Streptomycetaceae : Streptomyces : Streptomyces sp. Mg1
kb|g.1634	4760	74	Streptomyces sp. SPB74	1	1	5285438	113	Bacteria	11	68.8772245554673		465543.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Streptomycineae : Streptomycetaceae : Streptomyces : Streptomyces sp. SPB74
kb|g.1635	3702	103	Erwinia tasmaniensis Et1/99	1	1	4067864	6	Bacteria	11	53.3906492449108		465817.9	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Erwinia : Erwinia tasmaniensis Et1/99
kb|g.1636	7019	85	Streptomyces griseoflavus Tu4000	1	1	8047042	1	Bacteria	11	65.5878023253762		467200.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Streptomycineae : Streptomycetaceae : Streptomyces : Streptomyces griseoflavus Tu4000
kb|g.1637	4274	65	Rhodobacteraceae bacterium KLH11	1	1	4487498	6	Bacteria	11	57.5784323469336		467661.3	Bacteria : Proteobacteria : Alphaproteobacteria : Rhodobacterales : Rhodobacteraceae : Rhodobacteraceae bacterium KLH11
kb|g.1638	2075	71	Streptococcus gordonii str. Challis substr. CH1	1	1	2196662	1	Bacteria	11	40.5067780113645		467705.9	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus gordonii str. Challis substr. CH1
kb|g.1639	4499	108	Escherichia coli BL21(DE3)	1	1	4570938	1	Bacteria	11	50.8405495764764		469008.4	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia coli BL21(DE3)
kb|g.164	2503	80	Staphylococcus epidermidis RP62A	1	1	2643840	2	Bacteria	11	32.1490332244009		176279.9	Bacteria : Firmicutes : Bacillales : Staphylococcus : Staphylococcus epidermidis RP62A
kb|g.1640	3631	62	Thermobispora bispora DSM 43833	1	1	4184328	51	Bacteria	11	72.4213780564048		469371.4	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Pseudonocardineae : Pseudonocardiaceae : Thermobispora : Thermobispora bispora DSM 43833
kb|g.1641	3724	63	Thermobispora bispora DSM 43833	1	1	4189976	1	Bacteria	11	72.4291738186567		469371.5	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Pseudonocardineae : Pseudonocardiaceae : Thermobispora : Thermobispora bispora DSM 43833
kb|g.1642	1379	52	Cryptobacterium curtum DSM 15641	1	1	1609698	3	Bacteria	11	50.8795438647498		469378.4	Bacteria : Actinobacteria : Coriobacteridae : Coriobacteriales : Coriobacterineae : Coriobacteriaceae : Cryptobacterium : Cryptobacterium curtum DSM 15641
kb|g.1643	1351	53	Cryptobacterium curtum DSM 15641	1	1	1617804	1	Bacteria	11	50.911544290903		469378.5	Bacteria : Actinobacteria : Coriobacteridae : Coriobacteriales : Coriobacterineae : Coriobacteriaceae : Cryptobacterium : Cryptobacterium curtum DSM 15641
kb|g.1644	2531	57	Dethiosulfovibrio peptidovorans DSM 11002	1	1	2525250	29	Bacteria	11	54.3878823878824		469381.5	Bacteria : Synergistetes : Synergistia : Synergistales : Synergistaceae : Dethiosulfovibrio : Dethiosulfovibrio peptidovorans DSM 11002
kb|g.1645	3822	57	Halogeometricum borinquense DSM 11551	1	1	3921798	57	Archaea	11	59.9536998080982		469382.4	Archaea : Euryarchaeota : Halobacteria : Halobacteriales : Halobacteriaceae : Halogeometricum : Halogeometricum borinquense DSM 11551
kb|g.1646	6001	48	Conexibacter woesei DSM 14684	1	1	6363148	127	Bacteria	11	72.6219317859651		469383.4	Bacteria : Actinobacteria : Rubrobacteridae : Solirubrobacterales : Conexibacteraceae : Conexibacter : Conexibacter woesei DSM 14684
kb|g.1647	5970	48	Conexibacter woesei DSM 14684	1	1	6359369	1	Bacteria	11	72.7334268541423		469383.5	Bacteria : Actinobacteria : Rubrobacteridae : Solirubrobacterales : Conexibacteraceae : Conexibacter : Conexibacter woesei DSM 14684
kb|g.1648	5101	72	Bacteroides sp. 1_1_14	1	1	6446424	57	Bacteria	11	42.8681700117771		469585.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides sp. 1_1_14
kb|g.1649	5209	61	Bacteroides sp. 1_1_6	1	1	6855195	71	Bacteria	11	42.050299079749		469586.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides sp. 1_1_6
kb|g.165	2433	76	Staphylococcus epidermidis ATCC 12228	1	1	2564615	7	Bacteria	11	32.0459406187673		176280.10	Bacteria : Firmicutes : Bacillales : Staphylococcus : Staphylococcus epidermidis ATCC 12228
kb|g.1650	4532	74	Bacteroides sp. 2_1_16	1	1	5236303	18	Bacteria	11	42.9766573859458		469587.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides sp. 2_1_16
kb|g.1651	4687	67	Bacteroides sp. 2_1_22	1	1	6003748	36	Bacteria	11	41.2596764554408		469588.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides sp. 2_1_22
kb|g.1652	3935	76	Bacteroides sp. 2_1_33B	1	1	4927045	24	Bacteria	11	44.5522214633721		469589.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides sp. 2_1_33B
kb|g.1653	5711	75	Bacteroides sp. 2_2_4	1	1	7101224	64	Bacteria	11	41.555624776799		469590.5	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides sp. 2_2_4
kb|g.1654	4917	102	Bacteroides sp. 20_3	1	1	5749901	61	Bacteria	11	44.9962355873605		469591.4	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides sp. 20_3
kb|g.1655	4307	82	Bacteroides sp. 3_1_19	1	1	5250116	36	Bacteria	11	44.8041909931133		469592.4	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides sp. 3_1_19
kb|g.1656	4972	80	Bacteroides sp. 3_1_40A	1	1	5505782	73	Bacteria	11	42.0649600728834		469593.3	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides sp. 3_1_40A
kb|g.1657	2054	71	Bifidobacterium sp. 12_1_47BFAA	1	1	2405990	61	Bacteria	11	59.9864920469329		469594.3	Bacteria : Actinobacteria : Actinobacteridae : Bifidobacteriales : Bifidobacteriaceae : Bifidobacterium : Bifidobacterium sp. 12_1_47BFAA
kb|g.1658	4718	77	Citrobacter sp. 30_2	1	1	5125150	18	Bacteria	11	51.60297747383		469595.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Citrobacter : Citrobacter sp. 30_2
kb|g.1659	3889	77	Coprobacillus sp. 29_1	1	1	3857363	38	Bacteria	11	31.0661713714784		469596.3	Bacteria : Firmicutes : Erysipelotrichi : Erysipelotrichales : Erysipelotrichaceae : Coprobacillus : Coprobacillus sp. 29_1
kb|g.166	5382	65	Agrobacterium tumefaciens str. C58	1	1	5674258	4	Bacteria	11	59.0411468777063		176299.10	Bacteria : Proteobacteria : Alphaproteobacteria : Rhizobiales : Rhizobiaceae : Rhizobium/Agrobacterium group : Agrobacterium : Agrobacterium tumefaciens str. C58
kb|g.1660	5075	72	Escherichia sp. 3_2_53FAA	1	1	5175730	56	Bacteria	11	49.7211021440454		469598.5	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia sp. 3_2_53FAA
kb|g.1661	2259	44	Fusobacterium sp. 2_1_31	1	1	2532453	35	Bacteria	11	26.5597821558781		469599.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium sp. 2_1_31
kb|g.1662	2029	53	Fusobacterium sp. 21_1A	1	1	2128810	49	Bacteria	11	26.8288386469436		469601.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium sp. 21_1A
kb|g.1663	2088	58	Fusobacterium sp. 3_1_27	1	1	2211034	46	Bacteria	11	26.7908589374926		469602.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium sp. 3_1_27
kb|g.1664	2145	47	Fusobacterium sp. 3_1_33	1	1	2307769	40	Bacteria	11	26.0857130848018		469603.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium sp. 3_1_33
kb|g.1665	2168	46	Fusobacterium sp. 3_1_36A2	1	1	2256269	12	Bacteria	11	26.6978804389016		469604.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium sp. 3_1_36A2
kb|g.1666	1887	47	Fusobacterium sp. 3_1_5R	1	1	1930430	28	Bacteria	11	30.9032702558497		469605.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium sp. 3_1_5R
kb|g.1667	2177	47	Fusobacterium sp. 4_1_13	1	1	2268505	12	Bacteria	11	26.6091544872063		469606.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium sp. 4_1_13
kb|g.1668	5067	79	Klebsiella sp. 1_1_55	1	1	5459739	19	Bacteria	11	57.0576542212		469608.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Klebsiella : Klebsiella sp. 1_1_55
kb|g.1669	2138	37	Streptococcus sp. 2_1_36FAA	1	1	2229964	10	Bacteria	11	40.3219513857623		469609.3	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus sp. 2_1_36FAA
kb|g.167	5408	82	Agrobacterium tumefaciens str. C58	1	1	5674064	4	Bacteria	11	59.0413150080789		176299.3	Bacteria : Proteobacteria : Alphaproteobacteria : Rhizobiales : Rhizobiaceae : Rhizobium/Agrobacterium group : Agrobacterium : Agrobacterium tumefaciens str. C58
kb|g.1670	2422	75	Burkholderiales bacterium 1_1_47	1	1	2655653	37	Bacteria	11	47.7972084455311		469610.4	Bacteria : Proteobacteria : Betaproteobacteria : Burkholderiales : Burkholderiales bacterium 1_1_47
kb|g.1671	4314	101	Enterobacteriaceae bacterium 9_2_54FAA	1	1	4679347	38	Bacteria	11	47.901234937268		469613.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Enterobacteriaceae bacterium 9_2_54FAA
kb|g.1672	1637	47	Fusobacterium gonidiaformans ATCC 25563	1	1	1712099	20	Bacteria	11	31.8452963292426		469615.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium gonidiaformans ATCC 25563
kb|g.1673	2580	55	Fusobacterium mortiferum ATCC 9817	1	1	2691446	28	Bacteria	11	28.451063108827		469616.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium mortiferum ATCC 9817
kb|g.1674	3209	55	Fusobacterium ulcerans ATCC 49185	1	1	3500381	47	Bacteria	11	29.7869860452334		469617.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium ulcerans ATCC 49185
kb|g.1675	3082	56	Fusobacterium varium ATCC 27725	1	1	3321664	31	Bacteria	11	28.655005443055		469618.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium varium ATCC 27725
kb|g.1676	2401	60	Fusobacterium sp. 1_1_41FAA	1	1	2479455	31	Bacteria	11	27.60175119129		469621.3	Bacteria : Fusobacteria : Fusobacteriales : Fusobacteriaceae : Fusobacterium : Fusobacterium sp. 1_1_41FAA
kb|g.1677	3590	66	Brucella suis ATCC 23445	1	1	3324607	2	Bacteria	11	57.205227565243		470137.4	Bacteria : Proteobacteria : Alphaproteobacteria : Rhizobiales : Brucellaceae : Brucella : Brucella suis ATCC 23445
kb|g.1678	3814	114	Bacteroides coprocola DSM 17136	1	1	4300117	90	Bacteria	11	41.8252108024037		470145.6	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides coprocola DSM 17136
kb|g.1679	3218	68	Coprococcus comes ATCC 27758	1	1	3242215	13	Bacteria	11	42.446136360482		470146.3	Bacteria : Firmicutes : Clostridia : Clostridiales : Lachnospiraceae : Coprococcus : Coprococcus comes ATCC 27758
kb|g.168	2097	45	Francisella tularensis subsp. tularensis SCHU S4	1	1	1892775	1	Bacteria	11	32.2593546512396		177416.18	Bacteria : Proteobacteria : Gammaproteobacteria : Thiotrichales : Francisellaceae : Francisella : Francisella tularensis subsp. tularensis SCHU S4
kb|g.1680	3404	53	Brucella sp. BO1	1	1	3366774	55	Bacteria	11	57.0600224428489		470735.4	Bacteria : Proteobacteria : Alphaproteobacteria : Rhizobiales : Brucellaceae : Brucella : Brucella sp. BO1
kb|g.1681	3614	120	Geobacillus sp. WCH70	1	1	3508804	3	Bacteria	11	42.7982868236584		471223.3	Bacteria : Firmicutes : Bacillales : Bacillaceae : Geobacillus : Geobacillus sp. WCH70
kb|g.1682	962	43	Chlamydia trachomatis 434/Bu	1	1	1038842	1	Bacteria	11	41.3290952810918		471472.4	Bacteria : Chlamydiae : Chlamydiales : Chlamydiaceae : Chlamydia/Chlamydophila group : Chlamydia : Chlamydia trachomatis 434/Bu
kb|g.1683	965	41	Chlamydia trachomatis L2b/UCH-1/proctitis	1	1	1038869	1	Bacteria	11	41.3280211460733		471473.4	Bacteria : Chlamydiae : Chlamydiales : Chlamydiaceae : Chlamydia/Chlamydophila group : Chlamydia : Chlamydia trachomatis L2b/UCH-1/proctitis
kb|g.1684	1334	48	uncultured Termite group 1 bacterium phylotype Rs-D17	1	1	1148570	4	Bacteria	11	35.1841855524696		471821.5	Bacteria : Elusimicrobia : environmental samples : uncultured Termite group 1 bacterium phylotype Rs-D17
kb|g.1685	4887	68	Thermomonospora curvata DSM 43183	1	1	5558622	159	Bacteria	11	71.5580408237869		471852.4	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Streptosporangineae : Thermomonosporaceae : Thermomonospora : Thermomonospora curvata DSM 43183
kb|g.1686	5037	73	Thermomonospora curvata DSM 43183	1	1	5639016	1	Bacteria	11	71.6420205227295		471852.6	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Streptosporangineae : Thermomonosporaceae : Thermomonospora : Thermomonospora curvata DSM 43183
kb|g.1687	4278	48	Beutenbergia caverna cavernae DSM 12333	1	0	4664280	35		11	73.1139425591946		471853.4	
kb|g.1688	4279	51	Beutenbergia cavernae DSM 12333	1	1	4669183	1	Bacteria	11	73.1165816375156		471853.5	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Micrococcineae : Beutenbergiaceae : Beutenbergia : Beutenbergia cavernae DSM 12333
kb|g.1689	5911	43	Dyadobacter fermentans DSM 18053	1	1	6907915	40	Bacteria	11	51.5458282274753		471854.4	Bacteria : Bacteroidetes : Cytophagia : Cytophagales : Cytophagaceae : Dyadobacter : Dyadobacter fermentans DSM 18053
kb|g.169	1609	53	Francisella tularensis subsp. tularensis Schu 4	1	1	1892819	1	Bacteria	11	32.2592915645923		177416.3	Bacteria : Proteobacteria : Gammaproteobacteria : Thiotrichales : Francisellaceae : Francisella : Francisella tularensis subsp. tularensis SCHU S4
kb|g.1690	5956	46	Dyadobacter fermentans DSM 18053	1	1	6967790	1	Bacteria	11	51.5449948979519		471854.5	Bacteria : Bacteroidetes : Cytophagia : Cytophagales : Cytophagaceae : Dyadobacter : Dyadobacter fermentans DSM 18053
kb|g.1691	2812	52	Slackia heliotrinireducens DSM 20476	1	1	3159039	13	Bacteria	11	60.1897285851805		471855.4	Bacteria : Actinobacteria : Coriobacteridae : Coriobacteriales : Coriobacterineae : Coriobacteriaceae : Slackia : Slackia heliotrinireducens DSM 20476
kb|g.1692	2824	52	Slackia heliotrinireducens DSM 20476	1	1	3165038	1	Bacteria	11	60.2115993552052		471855.5	Bacteria : Actinobacteria : Coriobacteridae : Coriobacteriales : Coriobacterineae : Coriobacteriaceae : Slackia : Slackia heliotrinireducens DSM 20476
kb|g.1693	2657	72	Jonesia denitrificans DSM 20603	1	1	2727206	90	Bacteria	11	58.3815450684693		471856.4	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Micrococcineae : Jonesiaceae : Jonesia : Jonesia denitrificans DSM 20603
kb|g.1694	2661	71	Jonesia denitrificans DSM 20603	1	1	2749646	1	Bacteria	11	58.4166834567068		471856.5	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Micrococcineae : Jonesiaceae : Jonesia : Jonesia denitrificans DSM 20603
kb|g.1695	4050	57	Saccharomonospora viridis DSM 43017	1	1	4302907	45	Bacteria	11	67.3029884215485		471857.4	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Pseudonocardineae : Pseudonocardiaceae : Saccharomonospora : Saccharomonospora viridis DSM 43017
kb|g.1696	4052	56	Saccharomonospora viridis DSM 43017	1	1	4308349	1	Bacteria	11	67.3151362621738		471857.5	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Pseudonocardineae : Pseudonocardiaceae : Saccharomonospora : Saccharomonospora viridis DSM 43017
kb|g.1697	4723	73	Bacteroides intestinalis DSM 17393	1	1	6052596	8	Bacteria	11	42.8089203376535		471870.8	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Bacteroidaceae : Bacteroides : Bacteroides intestinalis DSM 17393
kb|g.1698	3760	103	Clostridium sporogenes ATCC 15579	1	1	4102325	2	Bacteria	11	28.0167222245922		471871.7	Bacteria : Firmicutes : Clostridia : Clostridiales : Clostridiaceae : Clostridium : Clostridium sporogenes ATCC 15579
kb|g.1699	1774	59	Streptococcus infantarius subsp. infantarius ATCC BAA-102	1	1	1925187	21	Bacteria	11	37.5726617725966		471872.6	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus infantarius subsp. infantarius ATCC BAA-102
kb|g.17	5743	44	Leptospira interrogans str. C10069	1	1	4765669	57	Bacteria	11	35.0944012267742		1001591.3	Bacteria : Spirochaetes : Spirochaetales : Leptospiraceae : Leptospira : Leptospira interrogans str. C10069
kb|g.170	5185	71	Desulfobacterium autotrophicum HRM2	1	1	5657782	2	Bacteria	11	48.7636497836078		177437.4	Bacteria : Proteobacteria : Deltaproteobacteria : Desulfobacterales : Desulfobacteraceae : Desulfobacterium : Desulfobacterium autotrophicum HRM2
kb|g.1700	4312	119	Providencia stuartii ATCC 25827	1	1	4610361	52	Bacteria	11	41.2223251064288		471874.6	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Providencia : Providencia stuartii ATCC 25827
kb|g.1701	2524	67	Ruminococcus lactaris ATCC 29176	1	1	2731235	47	Bacteria	11	42.673589054036		471875.6	Bacteria : Firmicutes : Clostridia : Clostridiales : Ruminococcaceae : Ruminococcus : Ruminococcus lactaris ATCC 29176
kb|g.1702	1875	84	Streptococcus pyogenes NZ131	1	1	1815785	1	Bacteria	11	38.5686080675851		471876.6	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pyogenes NZ131
kb|g.1703	4749	80	Proteus penneri ATCC 35198	1	1	3749229	11	Bacteria	11	37.8365525285332		471881.3	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Proteus : Proteus penneri ATCC 35198
kb|g.1704	4144	51	Nitrosococcus halophilus Nc4	1	1	4145260	2	Bacteria	11	51.6058823813223		472759.3	Bacteria : Proteobacteria : Gammaproteobacteria : Chromatiales : Chromatiaceae : Nitrosococcus : Nitrosococcus halophilus Nc4
kb|g.1705	3504	51	Nitrosococcus oceani AFC27	1	1	3480059	12	Bacteria	11	50.1896950597677		473788.3	Bacteria : Proteobacteria : Gammaproteobacteria : Chromatiales : Chromatiaceae : Nitrosococcus : Nitrosococcus oceani AFC27
kb|g.1706	2153	69	Bifidobacterium dentium ATCC 27678	1	1	2642081	2	Bacteria	11	58.5170174570727		473819.7	Bacteria : Actinobacteria : Actinobacteridae : Bifidobacteriales : Bifidobacteriaceae : Bifidobacterium : Bifidobacterium dentium ATCC 27678
kb|g.1707	2517	71	Enterococcus faecalis OG1RF	1	1	2739625	1	Bacteria	11	37.7526121275722		474186.5	Bacteria : Firmicutes : Lactobacillales : Enterococcaceae : Enterococcus : Enterococcus faecalis OG1RF
kb|g.1708	1413	32	Borrelia burgdorferi 118a	1	1	1341749	23	Bacteria	11	28.3403229665161		476210.3	Bacteria : Spirochaetes : Spirochaetales : Spirochaetaceae : Borrelia : Borrelia burgdorferi group : Borrelia burgdorferi 118a
kb|g.1709	1308	36	Borrelia burgdorferi 72a	1	1	1267789	19	Bacteria	11	28.221652025692		476211.11	Bacteria : Spirochaetes : Spirochaetales : Spirochaetaceae : Borrelia : Borrelia burgdorferi group : Borrelia burgdorferi 72a
kb|g.171	3497	86	Desulfotalea psychrophila LSv54	1	1	3659634	3	Bacteria	11	46.6316030510155		177439.6	Bacteria : Proteobacteria : Deltaproteobacteria : Desulfobacterales : Desulfobulbaceae : Desulfotalea : Desulfotalea psychrophila LSv54
kb|g.1710	1334	35	Borrelia burgdorferi 94a	1	1	1295451	25	Bacteria	11	28.2639019152403		476212.3	Bacteria : Spirochaetes : Spirochaetales : Spirochaetaceae : Borrelia : Borrelia burgdorferi group : Borrelia burgdorferi 94a
kb|g.1711	4754	105	Salmonella enterica subsp. enterica serovar Paratyphi C strain	1	1	4888494	2	Bacteria	11	52.1698911771192		476213.4	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Salmonella : Salmonella enterica
kb|g.1712	3328	60	Blautia hydrogenotrophica DSM 10507	1	1	3625012	32	Bacteria	11	44.2990533548579		476272.5	Bacteria : Firmicutes : Clostridia : Clostridiales : Blautia : Blautia hydrogenotrophica DSM 10507
kb|g.1713	2312	51	Candidatus Desulforudis audaxviator MP104C	1	1	2349476	1	Bacteria	11	60.8471420861503		477974.6	Bacteria : Firmicutes : Clostridia : Clostridiales : Peptococcaceae : Candidatus Desulforudis : Candidatus Desulforudis audaxviator MP104C
kb|g.1714	5831	125	Escherichia coli O157:H7 str. EC4401	1	1	5733133	186	Bacteria	11	50.455780460701		478004.5	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia coli O157 :H7 str. EC4401
kb|g.1715	5632	135	Escherichia coli O157:H7 str. EC4486	1	1	5933166	165	Bacteria	11	50.4194219410008		478005.5	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia coli O157 :H7 str. EC4486
kb|g.1716	5849	101	Escherichia coli O157:H7 str. EC4501	1	1	5677181	250	Bacteria	11	50.5753471661376		478006.5	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia coli O157 :H7 str. EC4501
kb|g.1717	5796	115	Escherichia coli O157:H7 str. EC508	1	1	5656666	272	Bacteria	11	50.6497997230171		478007.5	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia coli O157 :H7 str. EC508
kb|g.1718	5799	123	Escherichia coli O157:H7 str. EC869	1	1	5731065	147	Bacteria	11	50.5425605886515		478008.5	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Escherichia : Escherichia coli O157 :H7 str. EC869
kb|g.1719	4412	48	Mycobacterium tuberculosis KZN 4207	1	1	4397374	1	Bacteria	11	65.0581688071108		478433.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Corynebacterineae : Mycobacteriaceae : Mycobacterium : Mycobacterium tuberculosis complex : Mycobacterium tuberculosis KZN 4207
kb|g.172	2607	45	Pyrobaculum aerophilum str. IM2	1	1	2222430	1	Archaea	11	51.362517604604		178306.1	Archaea : Crenarchaeota : Thermoprotei : Thermoproteales : Thermoproteaceae : Pyrobaculum : Pyrobaculum aerophilum str. IM2
kb|g.1720	4390	48	Mycobacterium tuberculosis KZN 1435	1	1	4398250	1	Bacteria	11	65.6141647246064		478434.4	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Corynebacterineae : Mycobacteriaceae : Mycobacterium : Mycobacterium tuberculosis complex : Mycobacterium tuberculosis KZN 1435
kb|g.1721	4509	49	Mycobacterium tuberculosis KZN 605	1	1	4349451	7	Bacteria	11	63.714615936586		478435.3	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Corynebacterineae : Mycobacteriaceae : Mycobacterium : Mycobacterium tuberculosis complex : Mycobacterium tuberculosis KZN 605
kb|g.1722	1793	33	Campylobacter jejuni subsp. jejuni CG8421	1	1	1608937	20	Bacteria	11	30.3663847621131		478547.3	Bacteria : Proteobacteria : Epsilonproteobacteria : Campylobacterales : Campylobacteraceae : Campylobacter : Campylobacter jejuni subsp. jejuni CG8421
kb|g.1723	4315	63	Bryantella formatexigens DSM 14469	1	1	4548960	58	Bacteria	11	49.5546894235166		478749.5	Bacteria : Firmicutes : Clostridia : Clostridiales : Lachnospiraceae : Marvinbryantia : Marvinbryantia formatexigens DSM 14469
kb|g.1724	2547	53	Kytococcus sedentarius DSM 20547	1	1	2788433	44	Bacteria	11	71.6504215808664		478801.4	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Micrococcineae : Dermacoccaceae : Kytococcus : Kytococcus sedentarius DSM 20547
kb|g.1725	2608	53	Kytococcus sedentarius DSM 20547	1	1	2785024	1	Bacteria	11	71.6275335508778		478801.5	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Micrococcineae : Dermacoccaceae : Kytococcus : Kytococcus sedentarius DSM 20547
kb|g.1726	5372	53	Nakamurella multipartita DSM 44233	1	1	6016815	96	Bacteria	11	70.9032602797327		479431.5	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Frankineae : Nakamurellaceae : Nakamurella : Nakamurella multipartita DSM 44233
kb|g.1727	5471	53	Nakamurella multipartita DSM 44233	1	1	6060298	1	Bacteria	11	70.9164631838236		479431.6	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Frankineae : Nakamurellaceae : Nakamurella : Nakamurella multipartita DSM 44233
