mid	mod_date	name	version	type	status	reaction_count	compound_count	annotation_count	gid	pegs	rnas	scientific_name	complete	prokaryotic	dna_size	contigs	domain	genetic_code	gc_content	phenotype	g_source_id	taxonomy
kb|fm.5223	1351031155	Beet soil-borne mosaic virus	0	Singlegenome	Reconstruction started	22	95	11	kb|g.19985	10	0	Beet soil-borne mosaic virus	1	0	14222	4	Viruses	11	41.0068907326677		76343	Viruses : ssRNA positive-strand viruses, no DNA stage : Benyvirus : Beet soil-borne mosaic virus
kb|fm.5229	1351031156	Broad bean wilt virus 2	0	Singlegenome	Reconstruction started	22	95	3	kb|g.19987	2	0	Broad bean wilt virus 2	1	0	9558	2	Viruses	11	42.6972169910023		76875	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Secoviridae : Comovirinae : Fabavirus : Broad bean wilt virus 2
kb|fm.5236	1351031158	Methanobacterium phage psiM2	0	Singlegenome	Reconstruction started	22	95	32	kb|g.19988	32	0	Methanobacterium phage psiM2	1	0	26111	1	Viruses	11	46.3061544942744		77048	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Siphoviridae : Methanobacterium phage psiM2
kb|fm.5242	1351031162	Moraxella sp. TA144	0	Singlegenome	Reconstruction started	22	95	3	kb|g.19989	3	0	Moraxella sp. TA144	1	1	3234	2	Bacteria	11	42.8571428571429		77152	Bacteria : Proteobacteria : Gammaproteobacteria : Pseudomonadales : Moraxellaceae : Moraxella : Moraxella sp. TA144
kb|fm.5248	1351031163	Coxiella burnetii	0	Singlegenome	Reconstruction started	22	95	71	kb|g.19990	71	0	Coxiella burnetii	1	1	69930	2	Bacteria	11	39.4179894179894		777	Bacteria : Proteobacteria : Gammaproteobacteria : Legionellales : Coxiellaceae : Coxiella : Coxiella burnetii
kb|fm.5260	1351031169	Banna virus	0	Singlegenome	Reconstruction started	22	95	12	kb|g.19991	12	0	Banna virus	1	0	20682	12	Viruses	11	39.3578957547626		77763	Viruses : dsRNA viruses : Reoviridae : Sedoreovirinae : Seadornavirus : Banna virus
kb|fm.5272	1351031170	Enterobacteria phage Felix 01	0	Singlegenome	Reconstruction started	22	95	269	kb|g.19992	247	22	Enterobacteria phage Felix 01	1	0	86155	1	Viruses	11	39.0064418780106		77775	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Myoviridae : Enterobacteria phage Felix 01
kb|fm.5254	1351031168	Euphorbia mosaic virus	0	Singlegenome	Reconstruction started	22	95	6	kb|g.19993	6	0	Euphorbia mosaic virus	1	0	5215	2	Viruses	11	44.8897411313519		77811	Viruses : ssDNA viruses : Geminiviridae : Begomovirus : unclassified Begomovirus : Euphorbia mosaic virus
kb|fm.5266	1351031169	Beak and feather disease virus	0	Singlegenome	Reconstruction started	22	95	3	kb|g.19994	3	0	Beak and feather disease virus	1	0	1993	1	Viruses	11	53.0858003010537		77856	Viruses : ssDNA viruses : Circoviridae : Circovirus : Beak and feather disease virus
kb|fm.5278	1351031174	Paenibacillus popilliae	0	Singlegenome	Reconstruction started	22	95	2	kb|g.19995	2	0	Paenibacillus popilliae	1	1	6670	1	Bacteria	11	45.1274362818591		78057	Bacteria : Firmicutes : Bacillales : Paenibacillaceae : Paenibacillus : Paenibacillus popilliae
kb|fm.5230	1351031179	Crucifer tobamovirus	0	Singlegenome	Reconstruction started	22	95	5	kb|g.19997	4	0	Crucifer tobamovirus	1	0	6298	1	Viruses	11	43.5376309939663		78276	Viruses : ssRNA positive-strand viruses, no DNA stage : Virgaviridae : Tobamovirus : unclassified Tobamovirus : Crucifer tobamovirus
kb|fm.5241	1351031184	Sugarcane streak Reunion virus	0	Singlegenome	Reconstruction started	22	95	4	kb|g.19999	4	0	Sugarcane streak Reunion virus	1	0	2735	1	Viruses	11	51.9561243144424		78395	Viruses : ssDNA viruses : Geminiviridae : Mastrevirus : Sugarcane streak Reunion virus
kb|fm.0	1351011795	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	0	Singlegenome	Reconstruction started	407	527	647	kb|g.2	610	35	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	1	1	655725	3	Bacteria	11	26.3648633192268		107806.10	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Buchnera : Buchnera aphidicola str. APS (Acyrthosiphon pisum)
kb|fm.8	1351011866	Leptospira interrogans serovar Canicola str. LT1962	0	Singlegenome	Reconstruction started	709	858	5402	kb|g.20	5342	45	Leptospira interrogans serovar Canicola str. LT1962	1	1	4709453	29	Bacteria	11	34.9650161069661		1001597.3	Bacteria : Spirochaetes : Spirochaetales : Leptospiraceae : Leptospira : Leptospira interrogans serovar Canicola str. LT1962
kb|fm.178	1351012568	Chlorobium tepidum TLS	0	Singlegenome	Reconstruction started	822	880	2142	kb|g.200	2082	56	Chlorobium tepidum TLS	1	1	2154946	1	Bacteria	11	56.5296299768068		194439.7	Bacteria : Chlorobi : Chlorobia : Chlorobiales : Chlorobiaceae : Chlorobaculum : Chlorobium tepidum TLS
kb|fm.5235	1351031182	Sleeping disease virus	0	Singlegenome	Reconstruction started	22	95	3	kb|g.20000	2	0	Sleeping disease virus	1	0	11900	1	Viruses	11	56.3697478991597		78540	Viruses : ssRNA positive-strand viruses, no DNA stage : Togaviridae : Alphavirus : Sleeping disease virus
kb|fm.5247	1351031184	Mortierella verticillata	0	Singlegenome	Reconstruction started	22	95	54	kb|g.20001	25	29	Mortierella verticillata	1	0	58745	1	Eukaryota	11	27.8832241041791		78898	Eukaryota : Fungi : Fungi incertae sedis : Early diverging fungal lineages : Mucoromycotina : Mortierellales : Mortierellaceae : Mortierella : Mortierella verticillata
kb|fm.5253	1351031186	Marine birnavirus	0	Singlegenome	Reconstruction started	22	95	3	kb|g.20002	3	0	Marine birnavirus	1	0	5870	2	Viruses	11	53.7989778534923		79600	Viruses : dsRNA viruses : Birnaviridae : Aquabirnavirus : unclassified Aquabirnavirus : Marine birnavirus
kb|fm.5259	1351031189	Delftia acidovorans	0	Singlegenome	Reconstruction started	22	95	70	kb|g.20003	69	0	Delftia acidovorans	1	1	67066	1	Bacteria	11	63.6805534846271		80866	Bacteria : Proteobacteria : Betaproteobacteria : Burkholderiales : Comamonadaceae : Delftia : Delftia acidovorans
kb|fm.5271	1351031195	Himetobi P virus	0	Singlegenome	Reconstruction started	22	95	3	kb|g.20004	2	0	Himetobi P virus	1	0	9275	1	Viruses	11	39.5687331536388		81583	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Dicistroviridae : Cripavirus : Himetobi P virus
kb|fm.5265	1351031192	Hyaloraphidium curvatum	0	Singlegenome	Reconstruction started	22	95	28	kb|g.20006	18	10	Hyaloraphidium curvatum	1	0	29593	1	Eukaryota	11	43.1825093772176		82268	Eukaryota : Fungi : Chytridiomycota : Monoblepharidomycetes : Monoblepharidales : Monoblepharidales incertae sedis : Hyaloraphidium : Hyaloraphidium curvatum
kb|fm.5283	1351031198	Adeno-associated virus - 5	0	Singlegenome	Reconstruction started	22	95	2	kb|g.20007	2	0	Adeno-associated virus - 5	1	0	4642	1	Viruses	11	55.1486428263679		82300	Viruses : ssDNA viruses : Parvoviridae : Parvovirinae : Dependovirus : Adeno-associated virus - 5
kb|fm.5277	1351031197	Paracoccus pantotrophus	0	Singlegenome	Reconstruction started	22	95	2	kb|g.20008	2	0	Paracoccus pantotrophus	1	1	2697	1	Bacteria	11	62.8105302187616		82367	Bacteria : Proteobacteria : Alphaproteobacteria : Rhodobacterales : Rhodobacteraceae : Paracoccus : Paracoccus pantotrophus
kb|fm.5243	1351031200	Lactococcus phage P008	0	Singlegenome	Reconstruction started	22	95	58	kb|g.20009	58	0	Lactococcus phage P008	1	0	28538	1	Viruses	11	34.6800756885556		83129	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Siphoviridae : Lactococcus phage P008
kb|fm.5237	1351031199	Chinese wheat mosaic virus	0	Singlegenome	Reconstruction started	22	95	9	kb|g.20011	7	0	Chinese wheat mosaic virus	1	0	10716	2	Viruses	11	43.7569988801792		83544	Viruses : ssRNA positive-strand viruses, no DNA stage : Virgaviridae : Furovirus : Chinese wheat mosaic virus
kb|fm.5249	1351031203	Pepper leaf curl virus	0	Singlegenome	Reconstruction started	22	95	6	kb|g.20012	6	0	Pepper leaf curl virus	1	0	2744	1	Viruses	11	43.5495626822157		83839	Viruses : ssDNA viruses : Geminiviridae : Begomovirus : Pepper leaf curl virus
kb|fm.5255	1351031204	Prevotella ruminicola	0	Singlegenome	Reconstruction started	22	95	2	kb|g.20013	2	0	Prevotella ruminicola	1	1	3130	1	Bacteria	11	49.1693290734824		839	Bacteria : Bacteroidetes : Bacteroidia : Bacteroidales : Prevotellaceae : Prevotella : Prevotella ruminicola
kb|fm.5261	1351031210	Archaeoglobus profundus	0	Singlegenome	Reconstruction started	22	95	4	kb|g.20014	4	0	Archaeoglobus profundus	1	1	2802	1	Archaea	11	39.8643825838687		84156	Archaea : Euryarchaeota : Archaeoglobi : Archaeoglobales : Archaeoglobaceae : Archaeoglobus : Archaeoglobus profundus
kb|fm.5273	1351031211	Magnetospirillum magneticum	0	Singlegenome	Reconstruction started	22	95	2	kb|g.20015	2	0	Magnetospirillum magneticum	1	1	3741	1	Bacteria	11	59.1820368885325		84159	Bacteria : Proteobacteria : Alphaproteobacteria : Rhodospirillales : Rhodospirillaceae : Magnetospirillum : Magnetospirillum magneticum
kb|fm.5267	1351031211	Salmon pancreas disease virus	0	Singlegenome	Reconstruction started	22	95	3	kb|g.20017	2	0	Salmon pancreas disease virus	1	0	11919	1	Viruses	11	56.4644684956792		84589	Viruses : ssRNA positive-strand viruses, no DNA stage : Togaviridae : Alphavirus : Salmon pancreas disease virus
kb|fm.5279	1351031215	Adeno-associated virus - 1	0	Singlegenome	Reconstruction started	22	95	2	kb|g.20018	2	0	Adeno-associated virus - 1	1	0	4718	1	Viruses	11	56.5069944891903		85106	Viruses : ssDNA viruses : Parvoviridae : Parvovirinae : Dependovirus : Adeno-associated virus - 1
kb|fm.5291	1351031220	Mannheimia varigena	0	Singlegenome	Reconstruction started	22	95	5	kb|g.20019	5	0	Mannheimia varigena	1	1	5621	1	Bacteria	11	42.3945917096602		85404	Bacteria : Proteobacteria : Gammaproteobacteria : Pasteurellales : Pasteurellaceae : Mannheimia : Mannheimia varigena
kb|fm.5285	1351031218	Bovine circovirus	0	Singlegenome	Reconstruction started	22	95	11	kb|g.20020	11	0	Bovine circovirus	1	0	1768	1	Viruses	11	48.3597285067873		85542	Viruses : ssDNA viruses : Circoviridae : Circovirus : Bovine circovirus
kb|fm.5240	1351031225	Ranid herpesvirus 1	0	Singlegenome	Reconstruction started	22	95	136	kb|g.20022	131	0	Ranid herpesvirus 1	1	0	220859	1	Viruses	11	54.5542631271535		85655	Viruses : dsDNA viruses, no RNA stage : Herpesvirales : Alloherpesviridae : Batrachovirus : Ranid herpesvirus 1
kb|fm.5246	1351031226	Porcine circovirus 2	0	Singlegenome	Reconstruction started	22	95	2	kb|g.20023	2	0	Porcine circovirus 2	1	0	1768	1	Viruses	11	48.5294117647059		85708	Viruses : ssDNA viruses : Circoviridae : Circovirus : Porcine circovirus 2
kb|fm.5252	1351031227	Tomato yellow leaf curl Thailand virus	0	Singlegenome	Reconstruction started	22	95	10	kb|g.20024	10	0	Tomato yellow leaf curl Thailand virus	1	0	5488	2	Viruses	11	40.6887755102041		85752	Viruses : ssDNA viruses : Geminiviridae : Begomovirus : Tomato yellow leaf curl Thailand virus
kb|fm.5258	1351031231	Dichelobacter nodosus	0	Singlegenome	Reconstruction started	22	95	7	kb|g.20026	7	0	Dichelobacter nodosus	1	1	5112	1	Bacteria	11	62.3435054773083		870	Bacteria : Proteobacteria : Gammaproteobacteria : Cardiobacteriales : Cardiobacteriaceae : Dichelobacter : Dichelobacter nodosus
kb|fm.5264	1351031233	Pseudoalteromonas sp. PS1M3	0	Singlegenome	Reconstruction started	22	95	1	kb|g.20027	1	0	Pseudoalteromonas sp. PS1M3	1	1	3138	1	Bacteria	11	37.093690248566		87791	Bacteria : Proteobacteria : Gammaproteobacteria : Alteromonadales : Pseudoalteromonadaceae : Pseudoalteromonas : Pseudoalteromonas sp. PS1M3
kb|fm.1828	1351019409	Lactobacillus brevis subsp. gravesensis ATCC 27305	0	Singlegenome	Reconstruction started	947	1018	2947	kb|g.2003	2880	60	Lactobacillus brevis subsp. gravesensis ATCC 27305	1	1	3144656	106	Bacteria	11	39.1426598012628		525310.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus brevis subsp. gravesensis ATCC 27305
kb|fm.5269	1351031234	Ophiostoma mitovirus 5	0	Singlegenome	Reconstruction started	22	95	1	kb|g.20030	1	0	Ophiostoma mitovirus 5	1	0	2474	1	Viruses	11	26.8391269199677		88388	Viruses : ssRNA positive-strand viruses, no DNA stage : Narnaviridae : Mitovirus : Ophiostoma mitovirus 5
kb|fm.5281	1351031239	Ophiostoma mitovirus 6	0	Singlegenome	Reconstruction started	22	95	1	kb|g.20031	1	0	Ophiostoma mitovirus 6	1	0	2343	1	Viruses	11	29.2787025181391		88389	Viruses : ssRNA positive-strand viruses, no DNA stage : Narnaviridae : Mitovirus : Ophiostoma mitovirus 6
kb|fm.5275	1351031238	Halobacterium sp. GN101	0	Singlegenome	Reconstruction started	22	95	1	kb|g.20032	1	0	Halobacterium sp. GN101	1	1	1765	1	Archaea	11	62.6628895184136		88773	Archaea : Euryarchaeota : Halobacteria : Halobacteriales : Halobacteriaceae : Halobacterium : Halobacterium sp. GN101
kb|fm.5287	1351031242	Melon yellow spot virus	0	Singlegenome	Reconstruction started	22	95	7	kb|g.20034	5	0	Melon yellow spot virus	1	0	16965	3	Viruses	11	35.1311523725317		89471	Viruses : ssRNA negative-strand viruses : Bunyaviridae : Tospovirus : Melon yellow spot virus
kb|fm.5262	1351031246	Sphingomonas sp. A1	0	Singlegenome	Reconstruction started	22	95	50	kb|g.20035	49	0	Sphingomonas sp. A1	1	1	46557	1	Bacteria	11	65.3285220267629		90322	Bacteria : Proteobacteria : Alphaproteobacteria : Sphingomonadales : Sphingomonadaceae : Sphingomonas : Sphingomonas sp. A1
kb|fm.5293	1351031244	Streptococcus phage DT1	0	Singlegenome	Reconstruction started	22	95	46	kb|g.20036	45	0	Streptococcus phage DT1	1	0	34815	1	Viruses	11	39.0722389774522		90410	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Siphoviridae : Streptococcus phage DT1
kb|fm.5268	1351031247	Australian bat lyssavirus	0	Singlegenome	Reconstruction started	22	95	6	kb|g.20037	5	0	Australian bat lyssavirus	1	0	11822	1	Viruses	11	44.1634241245136		90961	Viruses : ssRNA negative-strand viruses : Mononegavirales : Rhabdoviridae : Lyssavirus : Australian bat lyssavirus
kb|fm.5280	1351031250	Acidithiobacillus ferrooxidans	0	Singlegenome	Reconstruction started	22	95	17	kb|g.20038	17	0	Acidithiobacillus ferrooxidans	1	1	23896	2	Bacteria	11	57.1727485771677		920	Bacteria : Proteobacteria : Gammaproteobacteria : Acidithiobacillales : Acidithiobacillaceae : Acidithiobacillus : Acidithiobacillus ferrooxidans
kb|fm.5286	1351031253	Tupaia paramyxovirus	0	Singlegenome	Reconstruction started	22	95	9	kb|g.20039	8	0	Tupaia paramyxovirus	1	0	17904	1	Viruses	11	39.0136282394996		92129	Viruses : ssRNA negative-strand viruses : Mononegavirales : Paramyxoviridae : Paramyxovirinae : Tupaia paramyxovirus
kb|fm.1823	1351019409	Lactobacillus buchneri ATCC 11577	0	Singlegenome	Reconstruction started	911	968	2770	kb|g.2004	2707	59	Lactobacillus buchneri ATCC 11577	1	1	2906028	104	Bacteria	11	38.8993154917984		525318.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus buchneri ATCC 11577
kb|fm.5274	1351031250	Black queen cell virus	0	Singlegenome	Reconstruction started	22	95	3	kb|g.20040	2	0	Black queen cell virus	1	0	8550	1	Viruses	11	40.1754385964912		92395	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Dicistroviridae : Cripavirus : Black queen cell virus
kb|fm.5292	1351031253	Acute bee paralysis virus	0	Singlegenome	Reconstruction started	22	95	3	kb|g.20041	2	0	Acute bee paralysis virus	1	0	9491	1	Viruses	11	35.4441049415235		92444	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Dicistroviridae : unassigned Dicistroviridae : Acute bee paralysis virus
kb|fm.5298	1351031258	Tomato severe leaf curl virus	0	Singlegenome	Reconstruction started	22	95	4	kb|g.20042	4	0	Tomato severe leaf curl virus	1	0	2593	1	Viruses	11	46.2013112225222		92963	Viruses : ssDNA viruses : Geminiviridae : Begomovirus : Tomato severe leaf curl virus
kb|fm.5303	1351031259	Spiroplasma phage SVTS2	0	Singlegenome	Reconstruction started	22	93	13	kb|g.20044	13	0	Spiroplasma phage SVTS2	1	0	6825	1	Viruses	11	22.6520146520147		93224	Viruses : ssDNA viruses : Inoviridae : Plectrovirus : unclassified Plectrovirus : Spiroplasma phage SVTS2
kb|fm.5308	1351031261	Influenza A virus (A/Goose/Guangdong/1/96(H5N1))	0	Singlegenome	Reconstruction started	22	95	11	kb|g.20045	11	0	Influenza A virus (A/Goose/Guangdong/1/96(H5N1))	1	0	13590	8	Viruses	11	44.1059602649007		93838	Viruses : ssRNA negative-strand viruses : Orthomyxoviridae : Influenzavirus A : Influenza A virus (A/Goose/Guangdong/1/96(H5N1))
kb|fm.5314	1351031265	Dicliptera yellow mottle virus	0	Singlegenome	Reconstruction started	22	95	6	kb|g.20047	6	0	Dicliptera yellow mottle virus	1	0	5204	2	Viruses	11	39.8539584934666		94700	Viruses : ssDNA viruses : Geminiviridae : Begomovirus : Dicliptera yellow mottle virus
kb|fm.5263	1351031267	Ureaplasma urealyticum serovar 4	0	Singlegenome	Reconstruction started	24	96	1391	kb|g.20049	1353	38	Ureaplasma urealyticum serovar 4	1	1	852457	17	Bacteria	11	25.9871172387581		95658	Bacteria : Tenericutes : Mollicutes : Mycoplasmataceae : Ureaplasma : Ureaplasma urealyticum serovar 4
kb|fm.1841	1351019410	Lactobacillus fermentum ATCC 14931	0	Singlegenome	Reconstruction started	787	879	1798	kb|g.2005	1735	60	Lactobacillus fermentum ATCC 14931	1	1	1867005	74	Bacteria	11	50.7955790155891		525325.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus fermentum ATCC 14931
kb|fm.5270	1351031272	Ureaplasma urealyticum serovar 8	0	Singlegenome	Reconstruction started	27	97	871	kb|g.20051	804	41	Ureaplasma urealyticum serovar 8	1	1	977026	67	Bacteria	11	26.2482267616215		95662	Bacteria : Tenericutes : Mollicutes : Mycoplasmataceae : Ureaplasma : Ureaplasma urealyticum serovar 8
kb|fm.5276	1351031275	Ureaplasma urealyticum serovar 9	0	Singlegenome	Reconstruction started	25	97	1584	kb|g.20052	1535	48	Ureaplasma urealyticum serovar 9	1	1	970086	82	Bacteria	11	26.3013794653258		95663	Bacteria : Tenericutes : Mollicutes : Mycoplasmataceae : Ureaplasma : Ureaplasma urealyticum serovar 9
kb|fm.5294	1351031282	Tomato leaf curl Philippines virus	0	Singlegenome	Reconstruction started	22	95	6	kb|g.20055	6	0	Tomato leaf curl Philippines virus	1	0	2755	1	Viruses	11	41.3430127041742		96054	Viruses : ssDNA viruses : Geminiviridae : Begomovirus : Tomato leaf curl Philippines virus
kb|fm.5288	1351031281	Fusarium oxysporum f. sp. matthiolae	0	Singlegenome	Reconstruction started	22	95	1	kb|g.20056	1	0	Fusarium oxysporum f. sp. matthiolae	1	0	1836	1	Eukaryota	11	39.3790849673203		96317	Eukaryota : Fungi : Dikarya : Ascomycota : Pezizomycotina : Sordariomycetes : Hypocreomycetidae : Hypocreales : mitosporic Hypocreales : Fusarium : Fusarium oxysporum species complex : Fusarium oxysporum f. sp. matthiolae
kb|fm.5282	1351031280	Fusarium oxysporum f. sp. raphani	0	Singlegenome	Reconstruction started	22	95	1	kb|g.20057	1	0	Fusarium oxysporum f. sp. raphani	1	0	1905	1	Eukaryota	11	39.6850393700787		96318	Eukaryota : Fungi : Dikarya : Ascomycota : Pezizomycotina : Sordariomycetes : Hypocreomycetidae : Hypocreales : mitosporic Hypocreales : Fusarium : Fusarium oxysporum species complex : Fusarium oxysporum f. sp. raphani
kb|fm.5305	1351031286	Nanovirus-like particle	0	Singlegenome	Reconstruction started	22	95	1	kb|g.20059	1	0	Nanovirus-like particle	1	0	1377	1	Viruses	11	40.958605664488		96892	Viruses : Satellites : Satellite Nucleic Acids : Single stranded DNA satellites : Begomovirus-associated alphasatellites : Nanovirus-like particle
kb|fm.1835	1351019410	Lactobacillus gasseri JV-V03	0	Singlegenome	Reconstruction started	532	668	2016	kb|g.2006	1953	56	Lactobacillus gasseri JV-V03	1	1	2013030	18	Bacteria	11	34.4873151418508		525326.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus gasseri JV-V03
kb|fm.5300	1351031286	Selenomonas ruminantium	0	Singlegenome	Reconstruction started	22	95	7	kb|g.20060	7	0	Selenomonas ruminantium	1	1	13510	6	Bacteria	11	46.039970392302		971	Bacteria : Firmicutes : Negativicutes : Selenomonadales : Veillonellaceae : Selenomonas : Selenomonas ruminantium
kb|fm.5316	1351031290	Periplaneta fuliginosa densovirus	0	Singlegenome	Reconstruction started	22	95	8	kb|g.20061	8	0	Periplaneta fuliginosa densovirus	1	0	5454	1	Viruses	11	38.1188118811881		97344	Viruses : ssDNA viruses : Parvoviridae : Densovirinae : Pefudensovirus : Periplaneta fuliginosa densovirus
kb|fm.5311	1351031289	Salmonella enterica subsp. enterica serovar Dublin	0	Singlegenome	Reconstruction started	22	95	289	kb|g.20062	288	0	Salmonella enterica subsp. enterica serovar Dublin	1	1	248829	5	Bacteria	11	51.7246783935956		98360	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Salmonella : Salmonella enterica subsp. enterica serovar Dublin
kb|fm.5284	1351031294	Buchnera aphidicola (Schizaphis graminum)	0	Singlegenome	Reconstruction started	22	95	7	kb|g.20063	7	0	Buchnera aphidicola (Schizaphis graminum)	1	1	7967	1	Bacteria	11	26.8105936990084		98794	Bacteria : Proteobacteria : Gammaproteobacteria : Enterobacteriales : Enterobacteriaceae : Buchnera : Buchnera aphidicola (Schizaphis graminum)
kb|fm.5290	1351031297	Blackcurrant reversion virus satellite RNA	0	Singlegenome	Reconstruction started	22	95	1	kb|g.20065	1	0	Blackcurrant reversion virus satellite RNA	1	0	1432	1	Viruses	11	54.608938547486		99930	Viruses : Satellites : Satellite Nucleic Acids : Single stranded RNA satellites : unclassified Single stranded RNA satellites : Blackcurrant reversion virus satellite RNA
kb|fm.1851	1351019417	Lactobacillus hilgardii ATCC 8290	0	Singlegenome	Reconstruction started	914	988	2432	kb|g.2007	2368	59	Lactobacillus hilgardii ATCC 8290	1	1	2721039	113	Bacteria	11	38.1678469143588		525327.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus hilgardii ATCC 8290
kb|fm.1847	1351019414	Lactobacillus iners DSM 13335	0	Singlegenome	Reconstruction started	474	596	1245	kb|g.2008	1188	49	Lactobacillus iners DSM 13335	1	1	1277649	12	Bacteria	11	32.300968419339		525328.4	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus iners DSM 13335
kb|fm.1857	1351019417	Lactobacillus jensenii JV-V16	0	Singlegenome	Reconstruction started	541	674	1497	kb|g.2009	1427	55	Lactobacillus jensenii JV-V16	1	1	1590829	15	Bacteria	11	33.6733237827573		525329.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus jensenii JV-V16
kb|fm.171	1351012568	Campylobacter jejuni RM1221	0	Singlegenome	Reconstruction started	748	808	1971	kb|g.201	1913	53	Campylobacter jejuni RM1221	1	1	1777831	1	Bacteria	11	30.3061427098526		195099.5	Bacteria : Proteobacteria : Epsilonproteobacteria : Campylobacterales : Campylobacteraceae : Campylobacter : Campylobacter jejuni RM1221
kb|fm.1863	1351019422	Lactobacillus johnsonii ATCC 33200	0	Singlegenome	Reconstruction started	528	660	1849	kb|g.2010	1792	55	Lactobacillus johnsonii ATCC 33200	1	1	1780499	32	Bacteria	11	34.3163349150996		525330.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus johnsonii ATCC 33200
kb|fm.1874	1351019437	Lactobacillus paracasei subsp. paracasei ATCC 25302	0	Singlegenome	Reconstruction started	798	895	2848	kb|g.2011	2782	58	Lactobacillus paracasei subsp. paracasei ATCC 25302	1	1	2991737	73	Bacteria	11	44.8674799957349		525337.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus paracasei subsp. paracasei ATCC 25302
kb|fm.1843	1351019443	Lactobacillus plantarum subsp. plantarum ATCC 14917	0	Singlegenome	Reconstruction started	923	973	3072	kb|g.2012	3000	63	Lactobacillus plantarum subsp. plantarum ATCC 14917	1	1	3246832	52	Bacteria	11	44.0449952445953		525338.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus plantarum subsp. plantarum ATCC 14917
kb|fm.1868	1351019431	Lactobacillus reuteri CF48-3A	0	Singlegenome	Reconstruction started	830	898	2072	kb|g.2013	1998	69	Lactobacillus reuteri CF48-3A	1	1	2107903	92	Bacteria	11	37.3326476597832		525341.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus reuteri CF48-3A
kb|fm.1849	1351019443	Lactobacillus rhamnosus LMS2-1	0	Singlegenome	Reconstruction started	835	929	3009	kb|g.2014	2936	60	Lactobacillus rhamnosus LMS2-1	1	1	3159402	55	Bacteria	11	45.7471382242589		525361.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus rhamnosus LMS2-1
kb|fm.1862	1351019444	Lactobacillus ruminis ATCC 25644	0	Singlegenome	Reconstruction started	779	845	2143	kb|g.2015	2074	65	Lactobacillus ruminis ATCC 25644	1	1	2159237	54	Bacteria	11	42.1346521942705		525362.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus ruminis ATCC 25644
kb|fm.1856	1351019444	Lactobacillus salivarius ATCC 11741	0	Singlegenome	Reconstruction started	734	796	1963	kb|g.2016	1891	67	Lactobacillus salivarius ATCC 11741	1	1	2017251	32	Bacteria	11	32.2050652100309		525364.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus salivarius ATCC 11741
kb|fm.1869	1351019445	Lactobacillus ultunensis DSM 16047	0	Singlegenome	Reconstruction started	696	800	2176	kb|g.2017	2109	60	Lactobacillus ultunensis DSM 16047	1	1	2248406	48	Bacteria	11	34.694401278061		525365.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus ultunensis DSM 16047
kb|fm.1873	1351019448	Lactobacillus vaginalis ATCC 49540	0	Singlegenome	Reconstruction started	704	802	1779	kb|g.2018	1713	64	Lactobacillus vaginalis ATCC 49540	1	1	1877332	112	Bacteria	11	39.0801413921459		525366.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus vaginalis ATCC 49540
kb|fm.1879	1351019458	Listeria grayi DSM 20601	0	Singlegenome	Reconstruction started	970	995	2611	kb|g.2019	2551	55	Listeria grayi DSM 20601	1	1	2593994	28	Bacteria	11	41.2377206732167		525367.9	Bacteria : Firmicutes : Bacillales : Listeriaceae : Listeria : Listeria grayi DSM 20601
